1	-35.69009357481293	1	-45.022277960564686
2	-35.44286779346243	2	-64.48478700144258
3	-31.57440470734632	3	-43.42073380581483
4	-34.31599732274936	4	-32.452562330693965
5	-29.781949506019778	5	-25.886898278518746
6	-11.54872474500814	6	-43.068105348591835
7	-41.14658702397926	7	-35.21758323331253
8	-30.165165046187187	8	-57.56429600297338
9	-6.644622420013007	9	-28.647473435894906
10	-43.55245760538885	10	-37.21595382145948
11	-28.517709084409706	11	-53.7747063645404
12	-13.308698222513192	12	-28.957518944089635
13	-31.591258156320634	13	-22.10559406516618
14	-18.13315441439464	14	-28.40992307126837
15	-14.84760986123155	15	-25.03359855805485
16	-13.231198930854989	16	-22.33074871172229
17	-4.111395608894027	17	-20.506298848448058
18	-17.844739954368773	18	-17.898853925863254
19	-27.08991262389182	19	-18.186964431206864
20	-12.46080727517986	20	-62.57476141037679
21	-46.5186332558039	21	-10.24423333453084
22	-10.029923757851538	22	-51.20430752444922
23	-11.604325097380965	23	-68.03085988239687
24	-14.252937081382278	24	-26.573256813215245
25	-3.5822771238218087	25	-47.31647220925951
26	-3.782496824999334	26	-21.562637626859775
27	-11.119925414920658	27	-23.55386360487421
28	-22.236365514073395	28	-59.11517112095487
29	-22.10736235800133	29	-31.381601670982317
30	-13.817800528277967	30	-23.428581424379658
31	-4.672649984091837	31	-76.5237218752172
32	-2.2700633376520956	32	-8.739593263106798
33	-12.971128793095192	33	-10.16020129171719
34	-16.246675153292674	34	-40.571831328800045
35	-2.0929598481260907	35	-13.003499167038647
36	-3.483432252000835	36	-67.9244197569642
37	-4.686592468703255	37	-24.141352299104817
38	-16.895550493319526	38	-16.042073385259954
39	-2.5013488825109236	39	-17.25667738928139
40	-4.708098908557011	40	-72.83096596547298
41	-1.6221549227849628	41	-16.131159188254113
42	-1.5499665223363162	42	-64.5695739126079
43	-17.87010804111873	43	-20.98358525823823
44	-4.456528099144048	44	-19.771107937638245
45	-20.459439628235092	45	-23.904696556683827
46	-2.252815654555984	46	-21.259819175663672
47	-3.5863246243381712	47	-58.245300000817274
48	-16.790507248369067	48	-15.960647471764345
49	-13.871157140914404	49	-21.326600376063784
50	-1.608963399391753	50	-59.02123923439396
51	-26.14670549576549	51	-26.062428386832238
52	-3.1282805958666633	52	-42.33512961849099
53	-2.6827541794835437	53	-21.13596616365329
54	-1.9468723826292431	54	-54.376572335439235
55	-2.5433596882166567	55	-30.176397108607024
56	-2.4626044316440123	56	-24.837686320519943
57	-1.6883879853207933	57	-16.195691997445763
58	-3.3320992064455717	58	-16.82132148694974
59	-35.40620907848141	59	-73.2683065833697
60	-3.334402953719391	60	-15.825572264326597
61	-28.189923701997955	61	-30.50693956329287
62	-2.3334431848708506	62	-11.926489903800208
63	-1.2426650247435878	63	-9.165332970560373
64	-1.9640930375104624	64	-7.934290910268733
65	-1.5335864323520845	65	-29.784137236689194
66	-10.778473465665206	66	-23.172221692095423
67	-1.2410292020220586	67	-23.506170410730327
68	-2.900064959854146	68	-30.789447931216262
69	-20.439225082349036	69	-12.495876528078696
70	-2.004143459430878	70	-17.025120121235563
71	-5.265310155577103	71	-21.869861864005422
72	-2.25826532641266	72	-20.937753080632096
73	-1.2778843635315833	73	-12.517804347502109
74	-1.7686296556655507	74	-11.470955160723
75	-3.7923327967374916	75	-17.37368434737463
76	-36.755891950906076	76	-15.05344459268679
77	-2.0061529669774303	77	-15.066775269568659
78	-2.6104306121206737	78	-10.548921073076619
79	-1.8716568014343775	79	-13.55741585113268
80	-2.2460125910243427	80	-8.973505278593766
81	-2.2220256794024684	81	-26.193268362510324
82	-2.971923953556538	82	-19.711492715492962
83	-1.278369710443258	83	-16.23888293985277
84	-17.683718790358814	84	-7.196552100545379
85	-48.66721317433036	85	-7.235461948918185
86	-1.1614411351172926	86	-25.362619236010392
87	-1.582841255104226	87	-42.6019984143103
88	-1.3527485966454758	88	-11.274394596445493
89	-2.2621300922722662	89	-24.310861648265757
90	-2.9957670887250374	90	-21.871754358199176
91	-1.1751711407671699	91	-8.01369618094833
92	-2.133463118731684	92	-19.24711079565323
93	-2.2127271945357494	93	-21.248583856766363
94	-3.3384132729658247	94	-23.086281818243855
95	-1.443080051880671	95	-19.419548280366907
96	-1.2860991325579545	96	-32.16986080553451
97	-1.9946880668517946	97	-22.442368371438228
98	-1.476494771421458	98	-34.99411126551328
99	-2.2411210868616704	99	-18.92022840797999
100	-2.555095241694643	100	-23.908764472602353
101	-2.4834974451836964	101	-19.390304792502704
102	-19.103302266415803	102	-25.34151836327633
103	-3.3364921132065484	103	-19.745365026884333
104	-29.287592362864824	104	-25.581271084561976
105	-16.12500663827275	105	-19.506767069384694
106	-1.6311297445656354	106	-19.973335045294633
107	-1.28193730863752	107	-48.40023937348026
108	-1.9590358241768027	108	-21.453383167649253
109	-3.2147584432547114	109	-25.542994679424233
110	-1.9301256561198408	110	-26.211669598525514
111	-2.2731231588528353	111	-11.132900662319521
112	-1.4339146105293514	112	-26.84073185552775
113	-14.502156016278432	113	-27.602133671986522
114	-1.6272992793564194	114	-28.425506608540726
115	-2.445689385201526	115	-8.420258151421534
116	-3.3837297934505526	116	-29.595440929833952
117	-4.027562248705941	117	-31.915843076790843
118	-2.1888168564128567	118	-9.926501560571412
119	-1.9124168556588923	119	-25.319783311665034
120	-1.9322626753661483	120	-8.007141030043373
121	-1.6472838214888468	121	-24.8124812578096
122	-20.40328472531608	122	-21.243716139816236
123	-2.222842020247108	123	-31.793224551588462
124	-1.112997179294311	124	-19.851223731626284
125	-2.053924092078293	125	-29.800911994400447
126	-1.9299097579606683	126	-7.103284738875836
127	-1.8633220165571605	127	-17.238191809109296
128	-2.0394710650733425	128	-30.011464023641956
129	-2.5098285785961263	129	-8.727630231587472
130	-0.8798403880960272	130	-17.590883754465878
131	-2.107340809131242	131	-19.416881742914995
132	-1.354009850460526	132	-28.59322744401594
133	-1.6920450824809314	133	-21.9689884817946
134	-1.5197559332094663	134	-14.53947345119112
135	-1.135792816941977	135	-32.61952514247769
136	-1.4847119485467573	136	-10.86655305059614
137	-3.337338068602556	137	-7.845371704240045
138	-1.5778697200697216	138	-67.39188734722907
139	-1.1726399554285303	139	-5.309566535346767
140	-1.8337712402866124	140	-9.778328192035543
141	-1.7052944485045118	141	-24.230599312104424
142	-1.5115569373688973	142	-25.628589766828476
143	-1.087234763892975	143	-17.914556985650968
144	-23.570589090935485	144	-31.670473626906492
145	-1.376691627996402	145	-14.539371676850239
146	-1.988007807517801	146	-6.382045830860318
147	-1.358013145450991	147	-6.550735547405704
148	-1.9824546093406767	148	-5.721979298872055
149	-2.50849272336648	149	-26.704804253226136
150	-1.6002638396265327	150	-9.407506264348314
151	-1.560234729000464	151	-5.900057924428419
152	-1.5142353667364081	152	-23.934304083897263
153	-1.1273064294643103	153	-22.766004485826944
154	-0.9544180390520319	154	-8.568738192206842
155	-1.3609381533340645	155	-8.678123488737981
156	-17.714071809386272	156	-17.815736494323943
157	-1.2510252958565018	157	-25.10125794692619
158	-1.1160443325888556	158	-35.072466515156755
159	-1.1150763779973272	159	-19.716546955474758
160	-18.475408273424318	160	-28.743583436539993
161	-1.826637825020488	161	-5.363467169486419
162	-1.1908962719875815	162	-9.37743771875433
163	-1.0001812609631981	163	-6.708283205999608
164	-1.454135902505727	164	-4.527026148559892
165	-1.7364544734582863	165	-5.796305207448925
166	-2.080523001656519	166	-38.949796451636814
167	-1.314994479971821	167	-6.9005847847624
168	-1.262926917862901	168	-19.645305175884566
169	-0.8658363749678497	169	-4.061082639165019
170	-1.7885719762999324	170	-3.7606042672422153
171	-0.959846036065037	171	-7.068821533339372
172	-1.6532008038158699	172	-9.938899746488323
173	-1.6977841280797843	173	-10.211880871471822
174	-1.003969608582575	174	-7.161474346177534
175	-0.9428637072099356	175	-29.705474735674958
176	-1.42192420284193	176	-4.38834910982157
177	-0.989912941548274	177	-5.4199100897384715
178	-1.5765255374799845	178	-4.755384155710662
179	-1.1388071663781774	179	-5.715338622299982
180	-1.5948359749380339	180	-3.4550964564077535
181	-1.625865733066316	181	-29.117235201329258
182	-2.4533029873533554	182	-4.489615318971541
183	-1.4113899317894838	183	-36.01394699027185
184	-1.5023989076265338	184	-6.0601291728246185
185	-1.5807702551960732	185	-4.9159845411241845
186	-1.151830445951412	186	-9.051853167523399
187	-20.2846430171721	187	-5.863118677039159
188	-1.1392352621792177	188	-5.349898144404935
189	-1.2656041712749926	189	-27.97509527539983
190	-1.631811091920966	190	-5.273228904418333
191	-1.777999149794812	191	-37.1329258087177
192	-1.333033400794781	192	-9.478941895170662
193	-1.0272085933614419	193	-4.494309517541872
194	-0.9422579368984975	194	-2.951792636997724
195	-12.871296797675063	195	-4.746832669281771
196	-0.9451561086049064	196	-6.714427801492401
197	-1.238340422632232	197	-5.64848646223774
198	-1.0120013278640478	198	-8.318303862604447
199	-1.0523668004897209	199	-7.142193904741721
200	-1.1615665077620805	200	-7.548603883610503
201	-1.1039256642825217	201	-4.688286002095186
202	-1.4245873217348617	202	-32.16211869290238
203	-1.137464506611464	203	-4.678968716285643
204	-0.9905728314569939	204	-4.79754737236789
205	-1.6179521121667884	205	-7.935215593431882
206	-1.1643158397796547	206	-4.682385232917252
207	-0.7137621717230883	207	-5.763051610595195
208	-1.3427803157408937	208	-4.417438343428057
209	-0.8889314530092222	209	-6.826803491489759
210	-1.2245173027097223	210	-32.759354183122895
211	-5.160057957830316	211	-30.724397740405927
212	-1.262177481012459	212	-4.283806592518838
213	-0.9551191371225772	213	-3.4283806555494327
214	-1.4083979307795569	214	-3.947114509133481
215	-1.0240064687395698	215	-3.3040338270664793
216	-1.592701557999432	216	-4.162023632011644
217	-1.2265163041686615	217	-25.522877176105204
218	-0.8338627640739195	218	-3.9860378834120684
219	-1.0690776015316512	219	-3.826067748624863
220	-1.0120264651900273	220	-35.270576507341374
221	-0.98429522179991	221	-4.7166290252656955
222	-1.3392449119131704	222	-4.208243653505665
223	-0.8582152357227646	223	-3.9298567879375828
224	-0.8647130777743547	224	-5.0812619506857155
225	-1.4141120604111073	225	-4.482934226799827
226	-1.1117980702913897	226	-3.5741903571059987
227	-0.8987544528317513	227	-5.768185800696238
228	-1.1255391664751242	228	-40.13275666899402
229	-1.287680460604931	229	-4.245402264724406
230	-1.1082438235182723	230	-3.539050846146536
231	-1.0852944994254492	231	-3.9799948889697614
232	-1.05084251702098	232	-4.698766712313484
233	-46.77823512272019	233	-5.707806373861931
234	-1.1197179405764282	234	-28.555838209081614
235	-0.845527511142708	235	-31.624477515098537
236	-0.8712983510277801	236	-37.511619592971584
237	-1.0385264292513776	237	-35.67063439912062
238	-1.042937134326933	238	-6.886535998589143
239	-1.7644024714969484	239	-5.630581964813738
240	-1.4182817604732898	240	-7.3026418749117
241	-0.8328147599299641	241	-27.345090505997103
242	-50.725244189715745	242	-4.6707086400745865
243	-1.3154784880270003	243	-35.27559499898463
244	-1.404106422768959	244	-35.16437071636177
245	-1.0075053112636692	245	-5.7762298073500835
246	-1.0593062763840342	246	-3.5460155164471865
247	-15.800807052442499	247	-5.119029969461226
248	-1.0773464627110745	248	-7.419263982519703
249	-2.327446436360882	249	-6.158733864060973
250	-1.079083340396848	250	-6.5933445864663005
251	-1.1601556604205412	251	-4.078265631009838
252	-0.8531517500710092	252	-6.2007406709700374
253	-1.2470320654786984	253	-2.8724751775735062
254	-0.7451382226291752	254	-5.8534039100848
255	-0.9233474814551815	255	-9.021981205739237
256	-1.189526382154136	256	-41.26512446279952
257	-1.1147598181623501	257	-31.978589706639706
258	-0.9686374555748859	258	-34.23614984148937
259	-0.9624020934757265	259	-23.938986315472953
260	-16.2089603940955	260	-27.183899316043494
261	-1.568323285747056	261	-27.33822836554471
262	-0.8572702592171494	262	-32.02976093427121
263	-1.391718374673457	263	-7.884484854704965
264	-1.264495266323757	264	-6.8453117722642824
265	-1.0272591846664128	265	-25.61281414389925
266	-0.9862183319864567	266	-5.365783875822824
267	-0.921527235572039	267	-9.828192061568524
268	-1.0625663910069258	268	-6.8752718095753425
269	-1.044132017890106	269	-6.9413996241158875
270	-1.1348026990470044	270	-3.6613310124779703
271	-1.6029794043735068	271	-4.732384949544664
272	-0.888336864110717	272	-20.641899349823845
273	-1.1387883941242092	273	-5.691039974427778
274	-1.1970456074082334	274	-5.277097899389341
275	-0.8660679920277207	275	-3.121001664193696
276	-1.0441842512609112	276	-6.762125687916595
277	-0.9500374321892575	277	-8.568840761463058
278	-0.6801694589013717	278	-6.884350169872612
279	-0.9470338122618928	279	-4.572671621581469
280	-0.8279736813896574	280	-5.959742880628612
281	-0.8796239349805874	281	-23.01313111545107
282	-0.9086022376062002	282	-6.3149334852335794
283	-1.158087768926883	283	-5.300327738243514
284	-0.7618506378893177	284	-10.796902328025064
285	-0.9523159276191984	285	-27.82951135036138
286	-1.1392115089730557	286	-4.184399065333036
287	-0.9963935426095036	287	-5.21377094862725
288	-1.112940292998023	288	-4.471984256433012
289	-1.9977539921874854	289	-11.612843241466225
290	-0.8125508987716947	290	-20.243565700979204
291	-0.8359003067857863	291	-5.304053396336617
292	-0.8726612119546603	292	-4.161816375244058
293	-0.9666469795424057	293	-4.422605381823433
294	-0.9274011487885956	294	-5.2320387421251935
295	-0.9265487202885417	295	-6.290441684481839
296	-1.0382073743299967	296	-17.171967955657397
297	-1.0354452786074022	297	-4.785064574144543
298	-0.7986827445416078	298	-4.894253990712038
299	-0.7861813222405923	299	-4.6435139307264945
300	-0.889601247476638	300	-29.709703621759836
301	-0.9550699580705602	301	-5.313751885078829
302	-1.4318406953875151	302	-3.8097627930869487
303	-1.0611545014325792	303	-3.561147993814598
304	-0.8376767888653589	304	-4.429264290054605
